,通知内容,通知部门,通知时间
6355,关于开展青年文化书院“学‘四史’、守初心、担使命”系列讲座的通知,团委,2020-09-09
6356,关于做好2020级新生党员档案材料审查及党组织关系接转工作的通知,党委组织部,2020-09-09
6357,关于组织申报国家重点研发计划“国家质量基础的共性技术研究与应用”重点专项2020年度定向项目的通知,科学技术处,2020-09-09
6358,关于开展学习习近平总书记在全国抗击新冠肺炎疫情表彰大会上的讲话、弘扬伟大抗疫精神的通知,白求恩医学部,2020-09-08
6359,关于开展吉林大学2020年新聘辅导员培训工作的通知,学生工作部,2020-09-08
6360,关于在本科生中评选2020年度“解放领航奖学金”的通知,学生工作部,2020-09-08
6361,关于在本科生中评选2020年度“石药集团成长助推基金”的通知,学生工作部,2020-09-08
6362,关于我校医疗保险缴费基数上下限变更及扣款的说明,人力资源和社会保障处,2020-09-08
6363,2020年实验室与设备管理处公开招聘正科级干部拟聘人选公示,实验室与设备管理处,2020-09-08
6364,关于评定2020-2021学年度吉林大学“解放领航奖学金”（研究生）的通知,研究生院,2020-09-08
6365,关于印发《吉林大学实验废弃物管理规定》的通知,实验室与设备管理处,2020-09-08
6366,关于清理中心校区和大学城废旧无主自行车的通知,后勤服务集团,2020-09-08
6367,关于法学院2020年教师拟聘人选公示的通知,法学院,2020-09-08
6368,2020年吴文俊人工智能自然科学奖提名项目公示,科学技术处,2020-09-08
6369,吉林大学关于表彰第六届中青年教师双语教学大赛获奖教师的决定,教务处,2020-09-08
6370,吉林大学关于表彰第九届青年教师教学水平大赛获奖教师的决定,教务处,2020-09-08
6371,关于表彰吉林大学2019-2020学年本科“课堂教学质量奖”获奖教师的决定,教务处,2020-09-08
6372,关于表彰吉林大学 2019-2020 学年“实践教学团队奖” 获奖团队的决定,教务处,2020-09-08
6373,关于表彰吉林大学“在线教学先进单位”的决定,教务处,2020-09-08
6374,关于开展“学‘四史’及疫情防控知识” 主题团日活动的通知,团委,2020-09-08
6375,中共吉林大学委员会关于成立吉林大学党的建设工作领导小组的通知,党委组织部,2020-09-08
6376,关于中心校区停电的通知,后勤服务集团,2020-09-08
6377,关于召开吉林大学2020年教师节庆祝表彰大会的通知,党委教师工作部,2020-09-08
6378,吉林大学建设工程学院2020年公开招聘教师启事,建设工程学院,2020-09-07
6379,关于申报2021年度吉林省科技厅创新发展战略研究项目的通知,社会科学处,2020-09-07
6380,关于召开吉林大学退役复学学生工作会议的通知,学生工作部,2020-09-07
6381,关于申报2020年度王宽诚教育基金会资助项目的通知,国际合作与交流处（港澳台办公室）,2020-09-07
6382,关于2020年9月全国大学外语四、六级考试有关事项的通知（在校生）,考试中心,2020-09-07
6383,仪器科学与电气工程学院关于面向校内公开招聘正科级干部的通知,仪器科学与电气工程学院,2020-09-07
6384,关于继续上报易制爆危险化学品储存场所建设需求的通知,实验室与设备管理处,2020-09-07
6385,关于领取《吉林大学贵重仪器设备使用记录》的通知,实验室与设备管理处,2020-09-07
6386,吉林大学基础医学院2020年专业教师招聘启事,基础医学院,2020-09-07
6387,关于做好2020级本科生2020-2021学年第一学期教学安排和选课工作的通知,教务处,2020-09-07
6388,关于全力防范10号台风“海神”的通知,保卫处,2020-09-07
6389,关于学生工作部正科级干部拟聘人选的公示,学生工作部,2020-09-07
6390,关于教育技术中心面向全校公开招聘管理人员的启事,教务处,2020-09-07
6391,关于2019级本科生考核转专业（类）学生办理学籍变动的通知,教务处,2020-09-07
6392,关于做好2020级新生团员团组织关系接收工作的通知,团委,2020-09-07
6393,关于举办吉林大学第四届女性发展高端论坛的通知,妇委会,2020-09-07
6394,吉林大学基础医学院2020年解剖学专业教师招聘启事,基础医学院,2020-09-07
6395,关于组织申报2020年度“台湾青年科学家交流计划”项目的通知,国际合作与交流处（港澳台办公室）,2020-09-07
6396,关于新民校区基础院内变电室改造需计划停电的通知,北区综合办公室,2020-09-07
6397,转发《2020年度国家自然科学基金委员会与芬兰科学院合作交流项目指南》的通知,科学技术处,2020-09-07
6398,学生常态化疫情防控指引问答（一）,学生工作部,2020-09-04
6399,哲学基础理论研究中心面向校内公开招聘科级干部的通知,哲学社会学院,2020-09-04
6400,关于申报2020-2021学年研究生“助教”“助管”岗位需求计划的通知,研究生院,2020-09-04
6401,关于聘任张力伟为讲师职务的通知,人力资源和社会保障处,2020-09-04
6402,关于聘任高正辉为讲师职务的通知,人力资源和社会保障处,2020-09-04
6403,关于聘任杨国炬为讲师职务的通知,人力资源和社会保障处,2020-09-04
6404,关于聘任邓高强为讲师职务的通知,人力资源和社会保障处,2020-09-04
6405,关于做好2019年录取双学士学位学生学费收缴工作的通知,教务处,2020-09-04
6406,关于印发《吉林大学节庆活动管理办法》的通知,校长办公室,2020-09-04
6407,考古学院关于面向校内公开招聘工作人员的通知,考古学院,2020-09-04
6408,关于开展2021年度研究生招生资格审查工作的通知,研究生院,2020-09-04
6409,关于申报吉林省科技发展计划2021年度项目的通知,科学技术处,2020-09-04
6410,“龙鹏吉大”午间学术沙龙20期（总第65期）： 影像记忆与文化想象,社会科学处,2020-09-04
6411,关于校史馆开放的通知,档案馆,2020-09-04
6412,关于组织2021届毕业生在《吉林大学毕业生精准就业创业服务平台》进行个人信息注册和开展网上签约工作的通知,学生就业创业指导与服务中心,2020-09-04
6413,关于新学期加强离退休系统机关作风建设的通知,离退休工作处,2020-09-04
6414,转发《关于开展第16届吉林省优秀高教科研成果评奖工作的通知》,高等教育研究所,2020-09-04
6415,关于公布“绽放抗疫青春•决胜全面小康”——吉林大学2020年大学生讲思政课大赛获奖名单的通知,马克思主义学院,2020-09-04
6416,关于领取党委书记姜治莹同志和校长张希同志在中共吉林大学第十四届委员会第十四次全体会议上讲话的通知,党委办公室,2020-09-04
6417,关于在研究生中开展校园贷风险防范和教育引导工作的通知,研究生院,2020-09-04
6418,关于印发《吉林大学基本建设财务管理办法》的通知,财务处,2020-09-04
6419,关于申报2020年度航空科学基金项目的通知,先进技术研究院,2020-09-04
6420,关于提供我校部分职工养老保险准备期业务相关材料的通知,人力资源和社会保障处,2020-09-04
6421,保卫处正科级岗位拟聘人选公示,保卫处,2020-09-04
6422,仿生科学与工程研究院正科级干部拟聘人选公示,生物与农业工程学院,2020-09-04
6423,校工会关于为新会员办理会员服务卡的通知,工会,2020-09-04
6424,关于补充选拔2021年春季学期“亚洲校园”计划赴日本冈山大学交换留学的通知,国际合作与交流处（港澳台办公室）,2020-09-04
6425,关于金刚等职务任免的通知,人力资源和社会保障处,2020-09-04
6426,关于做好吉林大学2017、2018、2019级学生体质测试工作的安排,体育学院,2020-09-04
6427,关于张静等任职的通知,人力资源和社会保障处,2020-09-04
6428,关于公示2020年吉林大学创新创业大赛校赛获奖名单的通知,团委,2020-09-03
6429,关于学习落实《科学技术活动违规行为处理暂行规定》 加强师德学风建设的通知,发展规划处,2020-09-03
6430,关于开展2020年秋季学期学生心理健康状况排查的通知,学生心理健康指导中心,2020-09-03
6431,关于2020年招聘吉林大学国际合作与交流处人才派遣人员 （II类）考核结果的公示,国际合作与交流处（港澳台办公室）,2020-09-03
6432,关于柳蓉等任职的通知,党委组织部,2020-09-03
6433,关于戚英喜同志任职的通知,党委组织部,2020-09-03
6434,关于举办第五十九期“辅导员文化星期五” 活动的通知,学生工作部,2020-09-03
6435,2020年吉林大学附属幼儿园招生公告,基础教育办公室,2020-09-03
6436,转发《国家自然科学基金数学天元基金“数学与医疗健康交叉重点专项”申请指南》的通知,科学技术处,2020-09-03
6437,关于做好第9号台风“美莎克”期间学生安全管理工作的通知,学生工作部,2020-09-03
6438,关于应对第9号台风“美莎克”紧急停调课的通知,教务处,2020-09-02
6439,关于进一步做好第9号台风“美莎克”防范工作的紧急通知,校长办公室,2020-09-02
6440,关于组织我校学生参加2020年内地高校港澳台学生中华文化知识大赛的通知,国际合作与交流处（港澳台办公室）,2020-09-02
6441,关于召开党委理论学习中心组学习暨处级领导干部专题培训会的通知,党委宣传部,2020-09-02
6442,关于启用学生证补办网上申请系统的通知,学生工作部,2020-09-02
6443,技术转移公示（2020017）,科学技术处,2020-09-02
6444,关于公示吉林大学第六届中青年教师双语教学大赛拟获奖名单的通知,教务处,2020-09-02
6445,关于编制2021年硕士研究生招生计划和专业目录的通知,招生办公室,2020-09-02
6446,关于印发《吉林大学仪器设备共享平台建设与管理规定》的通知,实验室与设备管理处,2020-09-02
6447,关于发布吉林大学“十四五”规划编制工作组织机构人员名单的通知,发展规划处,2020-09-02
6448,关于转发吉林省军民融合发展服务中心招募相关专家的通知,先进技术研究院,2020-09-02
6449,档案馆面向校内公开招聘工作人员的通知,档案馆,2020-09-02
